Mã hồ sơ,Nhóm lĩnh vực,Kênh nộp hồ sơ,Tháng phát sinh,Số ngày giải quyết,Kết quả đánh giá
DVC-2026-004521,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 1,3,Đúng hạn
DVC-2026-004153,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 6,8,Đúng hạn
DVC-2026-000837,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 3,38,Trễ hẹn
DVC-2026-002000,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 2,12,Đúng hạn
DVC-2026-004406,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 12,1,Đúng hạn
DVC-2026-002012,Xây dựng,Trực tiếp tại quầy,Tháng 11,21,Trễ hẹn
DVC-2026-006479,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 6,4,Đúng hạn
DVC-2026-008285,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 2,22,Trễ hẹn
DVC-2026-004246,Xây dựng,Trực tiếp tại quầy,Tháng 5,43,Trễ hẹn
DVC-2026-009036,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 1,6,Đúng hạn
DVC-2026-004374,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 6,7,Đúng hạn
DVC-2026-008682,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 12,5,Đúng hạn
DVC-2026-009582,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 2,18,Trễ hẹn
DVC-2026-006859,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 11,13,Đúng hạn
DVC-2026-001501,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 11,27,Trễ hẹn
DVC-2026-003607,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 1,7,Đúng hạn
DVC-2026-004268,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 11,23,Trễ hẹn
DVC-2026-000959,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,8,Đúng hạn
DVC-2026-002509,Xây dựng,Trực tiếp tại quầy,Tháng 6,11,Đúng hạn
DVC-2026-006888,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 1,10,Đúng hạn
DVC-2026-007949,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 7,40,Trễ hẹn
DVC-2026-009126,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 10,36,Trễ hẹn
DVC-2026-009731,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 10,8,Đúng hạn
DVC-2026-005270,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,8,Đúng hạn
DVC-2026-001013,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 8,9,Đúng hạn
DVC-2026-001416,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 3,2,Đúng hạn
DVC-2026-002815,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 1,39,Trễ hẹn
DVC-2026-000004,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 4,8,Đúng hạn
DVC-2026-009431,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 2,38,Trễ hẹn
DVC-2026-009074,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 1,11,Đúng hạn
DVC-2026-000995,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 2,3,Đúng hạn
DVC-2026-004881,Xây dựng,Trực tiếp tại quầy,Tháng 10,41,Trễ hẹn
DVC-2026-006671,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 1,2,Đúng hạn
DVC-2026-004201,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 1,28,Trễ hẹn
DVC-2026-003974,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 9,13,Đúng hạn
DVC-2026-006774,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 6,12,Đúng hạn
DVC-2026-008453,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 9,11,Đúng hạn
DVC-2026-004264,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 11,8,Đúng hạn
DVC-2026-007614,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 3,23,Trễ hẹn
DVC-2026-006491,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 4,5,Đúng hạn
DVC-2026-000584,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 10,4,Đúng hạn
DVC-2026-006719,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 5,11,Đúng hạn
DVC-2026-008666,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 6,2,Đúng hạn
DVC-2026-002459,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 2,38,Trễ hẹn
DVC-2026-000334,Xây dựng,Trực tiếp tại quầy,Tháng 8,1,Đúng hạn
DVC-2026-007938,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 3,12,Đúng hạn
DVC-2026-002300,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 11,13,Đúng hạn
DVC-2026-001398,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 2,16,Trễ hẹn
DVC-2026-006196,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 5,3,Đúng hạn
DVC-2026-002767,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 5,6,Đúng hạn
DVC-2026-003903,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 10,11,Đúng hạn
DVC-2026-004341,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 11,32,Trễ hẹn
DVC-2026-007081,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 6,13,Đúng hạn
DVC-2026-000268,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 7,3,Đúng hạn
DVC-2026-008852,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 11,13,Đúng hạn
DVC-2026-005287,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 4,6,Đúng hạn
DVC-2026-009333,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 11,4,Đúng hạn
DVC-2026-005800,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 6,3,Đúng hạn
DVC-2026-005032,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 3,9,Đúng hạn
DVC-2026-002854,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 2,40,Trễ hẹn
DVC-2026-005559,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 10,9,Đúng hạn
DVC-2026-009206,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 1,11,Đúng hạn
DVC-2026-001733,Xây dựng,Trực tiếp tại quầy,Tháng 3,31,Trễ hẹn
DVC-2026-003259,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 12,5,Đúng hạn
DVC-2026-007044,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 12,7,Đúng hạn
DVC-2026-009341,Xây dựng,Trực tuyến (DVC),Tháng 5,17,Trễ hẹn
DVC-2026-004060,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 6,9,Đúng hạn
DVC-2026-000084,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 12,5,Đúng hạn
DVC-2026-008927,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 5,10,Đúng hạn
DVC-2026-001035,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 12,9,Đúng hạn
DVC-2026-004150,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 5,38,Trễ hẹn
DVC-2026-005596,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,4,Đúng hạn
DVC-2026-006386,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 7,23,Trễ hẹn
DVC-2026-000506,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 11,12,Đúng hạn
DVC-2026-001738,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 6,8,Đúng hạn
DVC-2026-006726,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 2,29,Trễ hẹn
DVC-2026-001875,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,2,Đúng hạn
DVC-2026-000321,Xây dựng,Trực tiếp tại quầy,Tháng 9,30,Trễ hẹn
DVC-2026-001188,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 10,4,Đúng hạn
DVC-2026-008645,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,3,Đúng hạn
DVC-2026-007063,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 12,4,Đúng hạn
DVC-2026-008116,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 4,26,Trễ hẹn
DVC-2026-005603,Xây dựng,Trực tuyến (DVC),Tháng 6,5,Đúng hạn
DVC-2026-007758,Xây dựng,Trực tiếp tại quầy,Tháng 2,25,Trễ hẹn
DVC-2026-007521,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 2,4,Đúng hạn
DVC-2026-003666,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 10,44,Trễ hẹn
DVC-2026-008886,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 7,8,Đúng hạn
DVC-2026-009680,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 3,6,Đúng hạn
DVC-2026-001004,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 5,13,Đúng hạn
DVC-2026-003742,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 6,8,Đúng hạn
DVC-2026-002073,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 3,2,Đúng hạn
DVC-2026-003102,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 5,29,Trễ hẹn
DVC-2026-007917,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 3,40,Trễ hẹn
DVC-2026-000328,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 2,3,Đúng hạn
DVC-2026-005165,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 8,11,Đúng hạn
DVC-2026-003915,Xây dựng,Trực tuyến (DVC),Tháng 3,11,Đúng hạn
DVC-2026-008782,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 2,5,Đúng hạn
DVC-2026-007491,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 5,25,Trễ hẹn
DVC-2026-000203,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 3,4,Đúng hạn
DVC-2026-005387,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 7,15,Trễ hẹn
DVC-2026-005240,Xây dựng,Trực tiếp tại quầy,Tháng 5,37,Trễ hẹn
DVC-2026-008271,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 7,3,Đúng hạn
DVC-2026-004564,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 2,34,Trễ hẹn
DVC-2026-002074,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 8,21,Trễ hẹn
DVC-2026-006425,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 4,6,Đúng hạn
DVC-2026-002513,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 5,37,Trễ hẹn
DVC-2026-005558,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,10,Đúng hạn
DVC-2026-000977,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 7,10,Đúng hạn
DVC-2026-008644,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 12,15,Trễ hẹn
DVC-2026-000942,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 10,1,Đúng hạn
DVC-2026-004599,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 3,25,Trễ hẹn
DVC-2026-004491,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 6,12,Đúng hạn
DVC-2026-001899,Xây dựng,Trực tuyến (DVC),Tháng 10,16,Trễ hẹn
DVC-2026-001027,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 8,7,Đúng hạn
DVC-2026-002463,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 10,6,Đúng hạn
DVC-2026-005322,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 4,10,Đúng hạn
DVC-2026-003697,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 6,5,Đúng hạn
DVC-2026-009017,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 9,24,Trễ hẹn
DVC-2026-006885,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 1,11,Đúng hạn
DVC-2026-007033,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 6,12,Đúng hạn
DVC-2026-009407,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 12,35,Trễ hẹn
DVC-2026-004098,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 11,7,Đúng hạn
DVC-2026-006229,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 4,1,Đúng hạn
DVC-2026-005235,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 9,7,Đúng hạn
DVC-2026-005810,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 5,3,Đúng hạn
DVC-2026-002276,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 1,7,Đúng hạn
DVC-2026-005243,Xây dựng,Trực tiếp tại quầy,Tháng 6,21,Trễ hẹn
DVC-2026-009164,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 10,25,Trễ hẹn
DVC-2026-003720,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 5,40,Trễ hẹn
DVC-2026-001611,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 8,8,Đúng hạn
DVC-2026-003406,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 8,10,Đúng hạn
DVC-2026-000986,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 4,10,Đúng hạn
DVC-2026-009751,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 6,13,Đúng hạn
DVC-2026-007310,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 8,5,Đúng hạn
DVC-2026-000569,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 4,35,Trễ hẹn
DVC-2026-002181,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 8,28,Trễ hẹn
DVC-2026-007708,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 5,6,Đúng hạn
DVC-2026-006114,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 2,3,Đúng hạn
DVC-2026-001450,Xây dựng,Trực tiếp tại quầy,Tháng 2,24,Trễ hẹn
DVC-2026-003955,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 12,16,Trễ hẹn
DVC-2026-000329,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 12,13,Đúng hạn
DVC-2026-002491,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 8,10,Đúng hạn
DVC-2026-005670,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 3,15,Trễ hẹn
DVC-2026-000309,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 8,6,Đúng hạn
DVC-2026-005130,Xây dựng,Trực tuyến (DVC),Tháng 7,9,Đúng hạn
DVC-2026-006186,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 3,25,Trễ hẹn
DVC-2026-002226,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 11,24,Trễ hẹn
DVC-2026-005407,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,25,Trễ hẹn
DVC-2026-009461,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 11,24,Trễ hẹn
DVC-2026-009158,Xây dựng,Trực tiếp tại quầy,Tháng 10,2,Đúng hạn
DVC-2026-005788,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 8,7,Đúng hạn
DVC-2026-007101,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 10,4,Đúng hạn
DVC-2026-009670,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,4,Đúng hạn
DVC-2026-000255,Xây dựng,Trực tuyến (DVC),Tháng 7,13,Đúng hạn
DVC-2026-003005,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 6,6,Đúng hạn
DVC-2026-008665,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 3,34,Trễ hẹn
DVC-2026-008270,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,4,Đúng hạn
DVC-2026-000752,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 3,3,Đúng hạn
DVC-2026-009203,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 9,8,Đúng hạn
DVC-2026-008176,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 12,27,Trễ hẹn
DVC-2026-003052,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 11,22,Trễ hẹn
DVC-2026-003153,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 12,34,Trễ hẹn
DVC-2026-005995,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 10,32,Trễ hẹn
DVC-2026-003606,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,5,Đúng hạn
DVC-2026-000132,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 10,31,Trễ hẹn
DVC-2026-004148,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 4,1,Đúng hạn
DVC-2026-009765,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 10,7,Đúng hạn
DVC-2026-004720,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 8,2,Đúng hạn
DVC-2026-005545,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 7,30,Trễ hẹn
DVC-2026-002592,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 6,7,Đúng hạn
DVC-2026-007185,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 10,11,Đúng hạn
DVC-2026-000979,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 10,13,Đúng hạn
DVC-2026-007189,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 9,5,Đúng hạn
DVC-2026-001902,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 6,22,Trễ hẹn
DVC-2026-002231,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 4,29,Trễ hẹn
DVC-2026-006683,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 4,19,Trễ hẹn
DVC-2026-002812,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 1,2,Đúng hạn
DVC-2026-006970,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 2,13,Đúng hạn
DVC-2026-008826,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 8,5,Đúng hạn
DVC-2026-000013,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,7,Đúng hạn
DVC-2026-009906,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 9,15,Trễ hẹn
DVC-2026-000866,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 7,5,Đúng hạn
DVC-2026-007527,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 3,4,Đúng hạn
DVC-2026-000418,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 8,1,Đúng hạn
DVC-2026-003889,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 7,23,Trễ hẹn
DVC-2026-002860,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 6,1,Đúng hạn
DVC-2026-008434,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 10,18,Trễ hẹn
DVC-2026-006465,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 8,6,Đúng hạn
DVC-2026-006527,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 8,2,Đúng hạn
DVC-2026-002244,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 6,8,Đúng hạn
DVC-2026-003984,Xây dựng,Trực tiếp tại quầy,Tháng 6,10,Đúng hạn
DVC-2026-005682,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 2,18,Trễ hẹn
DVC-2026-002083,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 6,7,Đúng hạn
DVC-2026-006772,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,8,Đúng hạn
DVC-2026-005354,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 5,18,Trễ hẹn
DVC-2026-002914,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 1,15,Trễ hẹn
DVC-2026-002645,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 8,11,Đúng hạn
DVC-2026-009913,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 12,6,Đúng hạn
DVC-2026-007820,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 6,5,Đúng hạn
DVC-2026-004953,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 1,13,Đúng hạn
DVC-2026-001934,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 1,8,Đúng hạn
DVC-2026-005927,Xây dựng,Trực tuyến (DVC),Tháng 4,33,Trễ hẹn
DVC-2026-001781,Xây dựng,Trực tiếp tại quầy,Tháng 12,34,Trễ hẹn
DVC-2026-009465,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 4,2,Đúng hạn
DVC-2026-001663,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 3,2,Đúng hạn
DVC-2026-008374,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 11,19,Trễ hẹn
DVC-2026-000684,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 12,39,Trễ hẹn
DVC-2026-003633,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,4,Đúng hạn
DVC-2026-000115,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 1,1,Đúng hạn
DVC-2026-000952,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 10,20,Trễ hẹn
DVC-2026-002395,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 8,30,Trễ hẹn
DVC-2026-002598,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 3,1,Đúng hạn
DVC-2026-001744,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 8,11,Đúng hạn
DVC-2026-004580,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,12,Đúng hạn
DVC-2026-003938,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 6,5,Đúng hạn
DVC-2026-006320,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 2,43,Trễ hẹn
DVC-2026-004658,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 10,3,Đúng hạn
DVC-2026-005209,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 6,2,Đúng hạn
DVC-2026-003418,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 12,12,Đúng hạn
DVC-2026-006591,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 12,6,Đúng hạn
DVC-2026-002902,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 6,8,Đúng hạn
DVC-2026-003105,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 12,10,Đúng hạn
DVC-2026-007289,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 6,2,Đúng hạn
DVC-2026-003962,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 6,5,Đúng hạn
DVC-2026-005400,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 8,12,Đúng hạn
DVC-2026-003952,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 2,7,Đúng hạn
DVC-2026-002317,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 7,3,Đúng hạn
DVC-2026-001580,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 4,5,Đúng hạn
DVC-2026-002355,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 5,5,Đúng hạn
DVC-2026-005630,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 4,3,Đúng hạn
DVC-2026-004575,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 9,11,Đúng hạn
DVC-2026-008413,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 8,2,Đúng hạn
DVC-2026-004233,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 4,11,Đúng hạn
DVC-2026-000850,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 12,10,Đúng hạn
DVC-2026-009228,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 12,36,Trễ hẹn
DVC-2026-002561,Xây dựng,Trực tuyến (DVC),Tháng 10,37,Trễ hẹn
DVC-2026-000312,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 3,12,Đúng hạn
